69.705932,learned in class or from book,1,no experience,1,none,ef67eb3c-4247-4190-a140-1365a0ae22de,ef67eb3c-4247-4190-a140-1365a0ae22de,ef67eb3c-4247-4190-a140-1365a0ae22de
62.585778,no experience,3,no experience,0,"",ab318d4d-1c9c-44ed-afb7-583f109b4caa,ab318d4d-1c9c-44ed-afb7-583f109b4caa,ab318d4d-1c9c-44ed-afb7-583f109b4caa
83.673529,used on a class project,2,no experience,0,"",b021c465-ded9-4be5-a4be-98034e7efe76,b021c465-ded9-4be5-a4be-98034e7efe76,b021c465-ded9-4be5-a4be-98034e7efe76
10.28721,no experience,"",no experience,"","",e1dba9e6-1750-4973-90ca-b1143f3f891f,e1dba9e6-1750-4973-90ca-b1143f3f891f,e1dba9e6-1750-4973-90ca-b1143f3f891f
93.018339,learned in class or from book,9,learned in class or from book,"0,5","ER, UML",e1dbb56d-138b-4c49-9c8f-c97d004b2b91,e1dbb56d-138b-4c49-9c8f-c97d004b2b91,e1dbb56d-138b-4c49-9c8f-c97d004b2b91
19.00066,no experience,0,no experience,0,0,04529132-49e2-4be8-9e17-b2afda1d83b2,04529132-49e2-4be8-9e17-b2afda1d83b2,04529132-49e2-4be8-9e17-b2afda1d83b2
34.349926,no experience,0,no experience,0,none,ad1e757d-e5ca-462c-bc02-1b413c060253,ad1e757d-e5ca-462c-bc02-1b413c060253,ad1e757d-e5ca-462c-bc02-1b413c060253
108.144546,used on a class project,over 1 year,used on a class project,i've developed a game with my friends where we used a UML as our model,"UML, BPMN, ER",8b7ad2f7-353e-43de-8c39-5348151f35cb,8b7ad2f7-353e-43de-8c39-5348151f35cb,8b7ad2f7-353e-43de-8c39-5348151f35cb
75.080378,used on multiple projects in industry,2,used on multiple projects in industry,2,"UML,ER",39a66cba-bbc6-4fd0-b8f5-5b2b6e4046f7,39a66cba-bbc6-4fd0-b8f5-5b2b6e4046f7,39a66cba-bbc6-4fd0-b8f5-5b2b6e4046f7
32.683046,used on multiple projects in industry,2,no experience,0,0,0c0a1744-da50-4b2a-a32e-bdbcb293c127,0c0a1744-da50-4b2a-a32e-bdbcb293c127,0c0a1744-da50-4b2a-a32e-bdbcb293c127
50.706463,used on a class project,"",learned in class or from book,0,"",31dcf553-e3d2-4a55-b773-d524c37dd2a4,31dcf553-e3d2-4a55-b773-d524c37dd2a4,31dcf553-e3d2-4a55-b773-d524c37dd2a4
76.037848,used on a class project,4,used on a class project,4,UML,1fb06626-ce2a-43ac-a3e9-adb886507041,1fb06626-ce2a-43ac-a3e9-adb886507041,1fb06626-ce2a-43ac-a3e9-adb886507041
104.474408,used on multiple projects in industry,7,used on one project in industry,3,UML,57478f5b-7fd4-4e72-86b8-3fea9c4d48f3,57478f5b-7fd4-4e72-86b8-3fea9c4d48f3,57478f5b-7fd4-4e72-86b8-3fea9c4d48f3
138.95139,used on a class project,0,learned in class or from book,0,UML,e062b93b-729b-4fb7-a306-e1a5196185d4,e062b93b-729b-4fb7-a306-e1a5196185d4,e062b93b-729b-4fb7-a306-e1a5196185d4
55.170515,used on multiple projects in industry,5,no experience,0,uml,f3aaadc6-2e1f-48e7-9588-dc5d3bf93b03,f3aaadc6-2e1f-48e7-9588-dc5d3bf93b03,f3aaadc6-2e1f-48e7-9588-dc5d3bf93b03
76.441441,learned in class or from book,"Not real experience, just half a year with visual basic in school in canada, also just started with java for University",no experience,null,"None, I just got to see bpmn for the first time last week",bf7d9bfd-ca37-4b1b-87f5-c69be920edcd,bf7d9bfd-ca37-4b1b-87f5-c69be920edcd,bf7d9bfd-ca37-4b1b-87f5-c69be920edcd
99.437269,no experience,0,no experience,0,"",d55c03a1-4a2a-45e2-8ed7-03fb30314bdb,d55c03a1-4a2a-45e2-8ed7-03fb30314bdb,d55c03a1-4a2a-45e2-8ed7-03fb30314bdb
75.426458,used on a class project,3,learned in class or from book,2,"",55e8d636-d652-4f0c-be33-e68e78ceefcb,55e8d636-d652-4f0c-be33-e68e78ceefcb,55e8d636-d652-4f0c-be33-e68e78ceefcb
