Create Program,Get Delays,medium,36.873159,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,12.932651,scale_0,-1
Create Program,Get Delays,medium,19.370906,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,2.523787
Get Sun Data,Confirm Coffee Preferences,simple,35.77932,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,68.93777,scale_0,-1
Get Sun Data,Confirm Coffee Preferences,simple,10.428017,scale_0,1
Stakeholders,"Next QR, Order Item, and Tray",complex,13.039483,scale_0,-2
Stakeholders,"Next QR, Order Item, and Tray",complex,5.284169,scale_0,2
Stakeholders,"Next QR, Order Item, and Tray",complex,7.660357,scale_0,2
"Next QR, Order Item, and Tray",Stakeholders,complex,12.472909,scale_0,1
"Next QR, Order Item, and Tray",Stakeholders,complex,36.449579
Create Program,Get Delays,medium,7.814863,scale_0,-2
Stakeholders,"Next QR, Order Item, and Tray",complex,90.33322,scale_0,-2
"Next QR, Order Item, and Tray",Stakeholders,complex,30.900628,scale_0,-2
Get Delays,Create Program,medium,4.676223,scale_0,2
"Next QR, Order Item, and Tray",Stakeholders,complex,4.912332,scale_0,0
Get Delays,Create Program,medium,11.401064,scale_0,1
Get Delays,Create Program,medium,6.229493,scale_0,1
Create Program,Get Delays,medium,15.23959,scale_0,1
,,
Get Sun Data,Confirm Coffee Preferences,simple,13.045802,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,43.483066,scale_0,-1
"Next QR, Order Item, and Tray",Stakeholders,complex,7.572768,scale_0,-1
